,DATE,SOIL_CO2_FLUX,ECO_CO2_FLUX,CH4_FLUX,O2_FLUX,CO2_1,CO2_2,CO2_3,CO2_4,CO2_5,CO2_6,CO2_7,CO2_8,CO2_9,CO2_10,CO2_11,CO2_12,CO2_13,CO2_14,CO2_LIT,CH4_1,CH4_2,CH4_3,CH4_4,CH4_5,CH4_6,CH4_7,CH4_8,CH4_9,CH4_10,CH4_11,CH4_12,CH4_13,CH4_14,CH4_15,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,O2_8,O2_9,O2_10,O2_11,O2_12,O2_13,O2_14,O2_15,O2_LIT
0,2001-01-01,-4.790458458333333,-4.790458458333333,-0.003521977245833333,6.286164916666666,1.2460919791666667,3.5421868333333335,5.065444958333333,5.8267027916666665,6.102147291666667,6.294627416666667,6.241311291666666,6.033521416666667,2.9268705958333334,1.0709583875,0.449912625,0.3112281458333333,0.25092818333333333,0.2453147,373.5898958333333,0.00010371927041666667,0.0007127637468333333,0.0005277480725916667,0.00020720804166666663,7.876233866666668e-05,4.520755033333333e-05,4.201148933333333e-05,2.6642881749999997e-05,7.146528333333333e-06,1.40395015e-06,1.3409324875000001e-06,2.1062589458333336e-06,8.704334916666667e-06,1.9147446791666667e-05,0.0,14.962092875000002,12.400642979166667,11.582341875,11.181805416666668,11.052269708333334,11.168551,11.176127375,10.445862458333332,10.77642375,11.358242083333332,11.683960833333332,11.753504166666666,11.628085,11.084099583333334,0.0,18.183328333333332
1,2001-01-02,-1.5604617083333334,-1.5604617083333334,0.0005855590875,1.2475540791666668,0.5330654458333334,1.1769268750000001,1.8784214166666666,2.34746825,2.55592525,2.8042032083333335,3.136386625,6.273150208333333,4.386280375,1.8242136666666668,0.7615029624999999,0.40420667083333334,0.27179591666666664,0.24870600833333334,371.55187500000005,4.362915625e-05,5.02698575e-06,3.1547045833333336e-06,1.80259725e-06,1.4105201250000001e-06,1.3665022083333334e-06,1.4461817916666667e-06,4.9492495e-07,5.720676041666667e-07,4.189478958333333e-07,2.1126700833333334e-07,1.403212525e-07,6.209609958333333e-07,2.2119286125e-06,0.0,16.13299125,14.992910833333333,14.356172083333334,13.74956125,13.347302916666665,12.916655416666666,12.480311666666667,11.354151250000001,10.937719583333333,11.143828749999999,11.381638333333333,11.484367083333334,11.457785833333332,11.350735,0.0,18.111375416666665
2,2001-01-03,-1.80568275,-1.80568275,0.0005963914166666667,1.5424963291666665,0.5276652333333333,1.1210080833333333,1.7605893333333331,2.196920083333333,2.3964072499999998,2.6602589583333334,2.978470375,6.107000791666667,5.042692333333333,2.381051625,1.060721375,0.5089572583333334,0.3011826625,0.2538771,371.8597041666667,3.3684369583333336e-05,5.172167708333333e-06,3.5461467083333336e-06,2.2907920833333332e-06,1.8020356666666667e-06,1.7537980000000002e-06,1.7925399166666665e-06,2.9106998750000003e-07,1.2387575958333334e-07,9.769182791666666e-08,7.688096416666666e-08,6.206931125e-08,9.151892916666666e-08,2.7198367083333336e-07,0.0,15.371667916666667,14.724707500000001,14.305482499999998,13.88471,13.585307916666666,13.260285833333333,12.858485416666667,11.762892916666667,11.090439166666668,11.092660833333333,11.248765833333332,11.35101,11.401824583333335,11.397729166666666,0.0,16.460855
3,2001-01-04,-2.7151105833333333,-2.7151105833333333,0.0005586993,2.5612273924999998,0.7225191624999999,1.1901277916666666,1.7968732916666665,2.2435209583333333,2.4559109583333334,2.7529199583333335,3.0880102916666665,6.2036607083333335,5.522059416666667,2.8749499166666665,1.3657945,0.6377252958333334,0.3404087,0.26091030833333334,373.1864125,1.7954208166666665e-05,4.10124825e-06,2.8387860000000003e-06,2.0770684583333334e-06,1.79388675e-06,1.9190371666666667e-06,2.03768625e-06,3.0473189583333335e-07,8.121869166666666e-08,4.750781333333333e-08,3.8755787499999997e-08,3.585333666666667e-08,3.359742e-08,4.9534784166666667e-08,0.0,14.056606666666667,13.84020625,13.689391666666666,13.509950000000002,13.35553375,13.217326666666667,12.933310416666666,12.00049625,11.236771249999999,11.089012916666666,11.189092083333334,11.282140416666666,11.357205833333333,11.39232,0.0,14.639093333333333
4,2001-01-05,-3.555125041666667,-3.555125041666667,0.0005338217291666667,3.5559007429166667,0.8243313083333333,1.1710880416666667,1.7932779583333334,2.262474375,2.4986167916666666,2.8350978333333337,3.20451225,6.357197875,5.911812208333333,3.307629458333333,1.6641449583333332,0.7848935250000001,0.3904660791666667,0.2699103333333333,373.84159999999997,5.9830467083333335e-06,3.391778666666667e-06,2.2576468333333335e-06,1.71022925e-06,1.506521e-06,1.7326442500000002e-06,1.9948877083333333e-06,3.188308333333333e-07,7.074844083333333e-08,3.3468209166666666e-08,2.56660325e-08,2.48950075e-08,2.3018655833333333e-08,2.407307291666667e-08,0.0,13.350493333333333,13.329875416666667,13.214016666666666,13.112268333333333,13.029070416666668,12.999353333333334,12.829087916666666,12.083277083333334,11.356493333333333,11.11441625,11.162887499999998,11.237344166666666,11.31655875,11.368625833333333,0.0,13.896484083333334
5,2001-01-06,-4.562040916666667,-4.562040916666667,0.0005066794662916667,4.598161266666667,0.7810780833333334,1.142055,1.7624344583333331,2.2357947499999997,2.4792395833333334,2.834960375,3.228663791666667,6.497136333333334,6.248561541666667,3.6911925416666667,1.949342125,0.9442631416666667,0.45137901249999995,0.28094379166666666,374.9989791666667,5.6468985e-06,3.2198776250000003e-06,2.1310117916666667e-06,1.6064328750000001e-06,1.4114401666666666e-06,1.6044456666666665e-06,1.9166353333333335e-06,3.2207984583333336e-07,6.692708124999999e-08,2.7436399166666666e-08,1.959121791666667e-08,1.90424225e-08,1.8328322916666666e-08,1.8949295e-08,0.0,13.093713333333334,13.056309166666667,12.956073333333334,12.88055625,12.822687083333333,12.83188,12.716586249999999,12.07814125,11.432750833333332,11.151390416666667,11.15616625,11.206280416666667,11.279728333333333,11.338232083333333,0.0,13.510980875
6,2001-01-07,-3.7146701666666666,-3.7146701666666666,0.0005925744625,3.8944394875,0.7186332583333334,1.1095830416666665,1.7245348333333332,2.194485541666667,2.4388049583333333,2.7971828333333337,3.2066905,6.605119833333333,6.544815958333333,4.037127875,2.2203502499999996,1.1110215416666667,0.5222815958333333,0.29403819583333335,373.7101625,5.421610833333333e-06,3.24679775e-06,2.124346375e-06,1.5884529583333335e-06,1.3761774583333333e-06,1.5739336666666666e-06,1.8856080833333335e-06,3.217715875e-07,6.522164375e-08,2.3968339166666668e-08,1.6112190833333334e-08,1.531952458333333e-08,1.5037790416666665e-08,1.5973835833333332e-08,0.0,13.510379583333332,13.311284166666667,13.110583333333333,12.959576666666665,12.866942916666666,12.83149125,12.707275000000001,12.067239166666667,11.475299999999999,11.187000833333334,11.159503749999999,11.184606666666667,11.247060833333334,11.30571,0.0,14.112432083333333
7,2001-01-08,-2.991664125,-2.991664125,0.0006389546458333333,3.142786408333333,0.6957018333333332,1.0556769041666667,1.6508053333333335,2.1038643333333336,2.339121458333333,2.693859291666667,3.1064271666666667,6.651822083333333,6.799751708333333,4.3525085,2.478387833333333,1.28196725,0.6020198458333333,0.30912537916666666,373.12011666666666,7.803022583333334e-06,3.34366775e-06,2.3606902083333335e-06,1.7283485833333333e-06,1.518464875e-06,1.7512675416666668e-06,2.0111809166666667e-06,3.2552897083333335e-07,6.307239041666667e-08,2.1720754166666667e-08,1.3736234166666668e-08,1.2630150833333332e-08,1.246800875e-08,1.3500254583333335e-08,0.0,13.9182025,13.6949375,13.443983750000001,13.235887916666668,13.098887916666667,12.995544166666667,12.820693749999998,12.109117916666667,11.511340833333334,11.219928333333334,11.168209166666665,11.170442916666666,11.219144583333334,11.276750833333333,0.0,14.596186666666668
8,2001-01-09,-3.264114541666667,-3.264114541666667,0.0006525007416666666,3.3608519583333334,0.6751150458333334,1.0149128,1.5840747916666666,2.0230906666666666,2.252478291666667,2.607562666666667,3.021797166666667,6.652718958333334,7.008944541666668,4.639128958333333,2.724287,1.4548296250000001,0.6895739833333333,0.325999525,373.40937916666667,1.0583646166666665e-05,3.77744375e-06,2.6887039166666666e-06,1.9355605e-06,1.7171553333333334e-06,1.95842025e-06,2.19530075e-06,3.386147833333333e-07,6.15748625e-08,1.9771831666666667e-08,1.1951743749999999e-08,1.0562279583333333e-08,1.0397246000000001e-08,1.1396346249999999e-08,0.0,13.962380833333334,13.779324166666667,13.559934166666666,13.3703175,13.238888333333334,13.129673333333335,12.939244583333334,12.195874583333334,11.558689166666667,11.252154166666665,11.180147916666668,11.162305000000002,11.195968333333333,11.250405833333334,0.0,14.587944166666666
9,2001-01-10,-3.856840333333333,-3.856840333333333,0.0006315912958333333,3.7408026329166666,1.2019319083333333,1.0664715,1.6046665833333333,2.028246708333333,2.2514715416666666,2.60082225,3.011722333333333,6.645703375,7.178079749999999,4.897242875,2.957825,1.6278934583333333,0.7838401625000001,0.34443628333333337,376.7587458333333,7.795447416666667e-06,4.175944e-06,2.6544875e-06,1.9661436666666665e-06,1.7625630416666665e-06,2.0327038750000002e-06,2.282155041666667e-06,3.488506791666667e-07,6.05855625e-08,1.8324036666666665e-08,1.0552476958333333e-08,8.996605041666667e-09,8.732411583333334e-09,9.642869041666666e-09,0.0,13.319977583333333,13.681351666666666,13.510788333333332,13.350754166666666,13.23630875,13.148575000000001,12.97552625,12.2653575,11.613512916666666,11.285972083333334,11.194852500000001,11.159155,11.177822083333334,11.224509166666666,0.0,14.147721666666667
