,DATE,SOIL_CO2_FLUX,ECO_CO2_FLUX,CH4_FLUX,O2_FLUX,CO2_1,CO2_2,CO2_3,CO2_4,CH4_15,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,O2_8,O2_9
0,1998-01-01,-0.35484425541666664,-0.35484425541666664,-0.04336641792291667,2.7855461249999998,7.416894666666667,18.14182883333333,16.297602125,14.728361708333333,0.0,7.901061979583333,0.04729379175,0.34973953983333333,0.07040556033333334,0.186450961125,0.2616709629208333,2.8553966879166666,9.3126015,0.058954838749999995
1,1998-01-02,-0.9261759875000001,-0.9261759875000001,-0.012243748958333333,3.6674350416666663,6.5796396249999995,31.56543875,25.969336666666667,25.939922916666664,0.0,11.118377916666667,0.013332544791666666,4.1955897916666665,3.2297650208333333,2.9036916208333334,2.2649926675,5.4665211000000005,6.033262375,0.0836573775
2,1998-01-03,-2.343793125,-2.343793125,-0.002814961686666667,4.13906,13.509800125,28.678534583333334,18.03318625,20.914887083333333,0.0,7.8232963333333325,3.64375659375,9.979901541666667,9.557721583333333,9.561339041666667,9.24383425,11.116720833333332,8.104252125,0.10134978958333334
3,1998-01-04,-2.3912154583333334,-2.3912154583333334,9.463890275e-05,3.968584,9.072367125,8.151793708333333,9.711486666666667,12.739693958333334,0.0,11.454222125000001,12.465122083333334,12.419354583333332,11.898331666666666,11.742049999999999,11.47421875,12.51404625,12.290800416666668,0.2156663666666667
4,1998-01-05,-1.9637239583333335,-1.9637239583333335,0.0001691879875,3.0971628333333334,2.514303791666667,4.30304575,5.735755875,7.699817333333333,0.0,14.220014583333333,13.248002083333333,13.174255416666668,12.871356666666665,12.807480833333335,12.659151666666666,13.287839583333332,13.403947916666667,1.9742004416666667
5,1998-01-06,-1.909588,-1.909588,0.00019797373333333335,3.5405639166666667,2.1674450833333334,3.436225541666667,4.581625333333333,6.005044916666667,0.0,14.21954625,13.412864166666667,13.270655833333334,13.00038,12.920932916666667,12.762460416666668,13.088503333333334,12.66720125,6.91370625
6,1998-01-07,-1.9470486666666666,-1.9470486666666666,0.0002400754875,3.428375125,1.8956191249999998,2.65797425,3.7490205833333334,5.031362916666667,0.0,14.539324583333332,14.013114999999999,13.74596625,13.411683333333334,13.272579166666667,13.0736525,13.235306666666666,12.694165,10.711529416666666
7,1998-01-08,-1.9349737916666667,-1.9349737916666667,0.0002875779041666667,3.1825189999999997,1.74404925,2.2353441666666667,3.2161717499999996,4.4062051250000005,0.0,14.406659583333335,14.059366666666667,13.783654166666667,13.458364583333333,13.340599166666665,13.178174583333332,13.38365125,13.0717975,12.400186249999999
8,1998-01-09,-1.963880875,-1.963880875,0.0003013086375,2.963831666666667,2.056022875,2.40237475,3.245414041666667,4.308049416666667,0.0,14.316259583333334,14.099400416666667,13.867314166666667,13.55926625,13.4683225,13.355965833333334,13.587245000000001,13.461509166666666,13.389012083333334
9,1998-01-10,-2.0284619166666666,-2.0284619166666666,0.00028899492083333335,2.782997875,2.3421005833333335,2.6172587916666665,3.35738175,4.321651291666666,0.0,13.981983333333332,13.849744583333333,13.726305416666667,13.4954175,13.452497083333334,13.389982916666668,13.636170833333333,13.660590833333332,13.849608333333334
10,1998-01-11,-2.1120938333333332,-2.1120938333333332,0.00027964040000000003,2.887821333333333,2.7626650416666667,2.8372669583333336,3.4455899999999997,4.280896916666666,0.0,14.054387916666668,14.097355,14.060804583333335,13.876044583333334,13.815794583333334,13.738739166666667,13.889356666666666,13.770975833333333,13.862917916666667
11,1998-01-12,-2.2031599583333334,-2.2031599583333334,0.00026670081666666667,2.5747105833333332,2.9569665416666666,2.9176059999999997,3.43901425,4.131897625,0.0,14.0039125,14.126700416666667,14.13940625,14.012981666666667,13.970040416666668,13.897051666666668,14.000377916666666,13.769361666666667,13.663894166666667
12,1998-01-13,-2.467382833333333,-2.467382833333333,0.00025453046666666667,3.1406764166666665,2.8136555,3.042591708333333,3.6281797916666663,4.34177225,0.0,13.724838333333333,13.670249166666666,13.72108125,13.674929166666667,13.700490416666668,13.665792916666668,13.795747916666668,13.611264583333332,13.374280416666666
13,1998-01-14,-2.7401515,-2.7401515,0.00026213104583333336,3.543776708333333,2.698426291666667,2.907472041666667,3.430136125,4.091599583333333,0.0,14.192512916666667,14.111087500000002,14.09882125,13.976027916666666,13.944461666666667,13.864812916666667,13.920035,13.565175833333333,13.129105833333334
14,1998-01-15,-2.8099349583333333,-2.8099349583333333,0.0002572058666666667,3.300546833333333,2.6347946666666666,2.820865166666667,3.295507875,3.89211375,0.0,14.095559166666668,14.014225833333334,14.018748333333333,13.914863333333335,13.896737083333333,13.825213333333332,13.87671625,13.506437083333333,12.996452083333333
15,1998-01-16,-2.790440125,-2.790440125,0.000250541925,3.489378,2.7719617500000004,2.968798916666667,3.47417575,4.097735916666667,0.0,13.834116666666667,13.746719583333332,13.774225416666667,13.70350125,13.712125416666666,13.662877916666666,13.739293333333334,13.409770833333333,12.884566249999999
16,1998-01-17,-2.931402625,-2.931402625,0.000251645825,3.6637929583333335,2.7748067916666668,2.9779479583333335,3.4991514583333334,4.144834208333333,0.0,13.8736525,13.783553750000001,13.804952083333333,13.72787625,13.729508333333333,13.675091666666667,13.740885833333332,13.397788333333333,12.872594166666667
17,1998-01-18,-3.0673666666666666,-3.0673666666666666,0.0002504491125,3.663503,2.7413013750000004,2.9437881249999998,3.460020083333333,4.099933958333334,0.0,13.814717916666666,13.728741666666666,13.763437083333335,13.702023333333335,13.71537875,13.67063125,13.7442475,13.42654125,12.945472083333334
